MONTH,FII (INR Crore),,,DII (INR Crore),,,NIFTY
,Buy Amount,Sell Amount,Net Amount,Buy Amount,Sell Amount,Net Amount,
"23 May, 2024",19821.55,15150.6,4670.95,12439.4,12292.89,146.51,22967.65369.85 (1.64%)
"22 May, 2024",16061.42,16747.46,-686.04,13486.33,12524.42,961.91,22597.868.75 (0.31%)
"21 May, 2024",50.71,143.66,-92.95,149.06,301.93,-152.87,22529.0527.05 (0.12%)
"17 May, 2024",15820.61,14203.82,1616.79,11656.6,10100.35,1556.25,22466.162.25 (0.28%)
"16 May, 2024",16603.64,17380.13,-776.49,14907.72,12779.91,2127.81,22403.85203.3 (0.92%)
"15 May, 2024",11412.04,14244.87,-2832.83,12915.36,9126.98,3788.38,22200.55-17.3 (-0.08%)
"14 May, 2024",9988.34,14053.86,-4065.52,11455.11,7927.25,3527.86,22217.85113.8 (0.51%)
"13 May, 2024",10309.45,14808.37,-4498.92,12655.75,9093,3562.75,22104.0548.85 (0.22%)
"10 May, 2024",11603.33,13720.83,-2117.5,10677.79,7967.98,2709.81,22055.297.7 (0.44%)
"09 May, 2024",11353.03,18347.89,-6994.86,16351.32,10708.79,5642.53,21957.5-345 (-1.55%)
"08 May, 2024",11984.54,18653.64,-6669.1,15333.26,9404.45,5928.81,22302.50 (0%)
"07 May, 2024",13726.76,17395.6,-3668.84,13202.8,10898.3,2304.5,22302.5-140.2 (-0.62%)
"06 May, 2024",12598.23,14766.98,-2168.75,13791.15,13009.76,781.39,22442.7-33.15 (-0.15%)
"03 May, 2024",17440.08,19832.06,-2391.98,13865.92,13175.4,690.52,22475.85-172.35 (-0.76%)
"02 May, 2024",16786.8,17751.27,-964.47,15122.33,13769.89,1352.44,22648.243.35 (0.19%)
,,,,,,,
"30 Apr, 2024",20925.96,19854.03,1071.93,14438.64,13009.53,1429.11,22604.85-38.55 (-0.17%)
"29 Apr, 2024",13689.75,13520.66,169.09,11746.82,11054.77,692.05,22643.4223.45 (1%)
"26 Apr, 2024",13909.55,17318.43,-3408.88,14475.58,10118.75,4356.83,22419.95-150.4 (-0.67%)
"25 Apr, 2024",19378.28,22201.61,-2823.33,19088.02,12920.46,6167.56,22570.35167.95 (0.75%)
"24 Apr, 2024",10242.95,12754.69,-2511.74,12601.22,8791.32,3809.9,22402.434.4 (0.15%)
"23 Apr, 2024",14931.47,17976.01,-3044.54,12337.81,9418.87,2918.94,2236831.6 (0.14%)
"22 Apr, 2024",13189.75,16104.98,-2915.23,11855.59,8312.66,3542.93,22336.4189.4 (0.86%)
"19 Apr, 2024",16285.77,16156.38,129.39,9396.68,9449.18,-52.5,22147151.15 (0.69%)
"18 Apr, 2024",18231.3,22491.63,-4260.33,14273.71,11988.19,2285.52,21995.85-152.05 (-0.69%)
"16 Apr, 2024",10208.87,14676.96,-4468.09,13537.42,11497.04,2040.38,22147.9-124.6 (-0.56%)
"15 Apr, 2024",10443.55,13711.55,-3268,13578.59,8815.66,4762.93,22272.5-246.9 (-1.1%)
"12 Apr, 2024",15405.32,23432.32,-8027,17220.28,10878.75,6341.53,22519.4-234.4 (-1.03%)
"10 Apr, 2024",13344.95,10566.78,2778.17,12342.51,12179.15,163.36,22753.8111.05 (0.49%)
"09 Apr, 2024",13964.84,14558.04,-593.2,11130.49,8873.31,2257.18,22642.75-23.55 (-0.1%)
"08 Apr, 2024",11504.78,12189.46,-684.68,12727.46,9256.92,3470.54,22666.3152.6 (0.68%)
"05 Apr, 2024",12834.7,11175.43,1659.27,9462.33,12832.75,-3370.42,22513.7-0.95 (0%)
"04 Apr, 2024",13478.62,14615.09,-1136.47,12218.87,13111.98,-893.11,22514.6580 (0.36%)
"03 Apr, 2024",13812.77,16026.33,-2213.56,13037.25,11934.84,1102.41,22434.65-18.65 (-0.08%)
"02 Apr, 2024",13279.04,14901.73,-1622.69,12163.4,10210.68,1952.72,22453.3-8.7 (-0.04%)
"01 Apr, 2024",8817.98,9340.28,-522.3,10193.47,8985.05,1208.42,22462135.1 (0.61%)
,,,,,,,
"28 Mar, 2024",24808.78,24620.47,188.31,12428.24,9736.72,2691.52,22326.9203.25 (0.92%)
"27 Mar, 2024",19558.69,17388.37,2170.32,26386.81,25189.2,1197.61,22123.65118.95 (0.54%)
"26 Mar, 2024",22714.11,22703.98,10.13,14130.31,9105.95,5024.36,22004.7-92.05 (-0.42%)
"22 Mar, 2024",17460.11,20769.87,-3309.76,12729.17,8964.3,3764.87,22096.7584.8 (0.39%)
"21 Mar, 2024",14245.79,16072.76,-1826.97,12950.48,9741.61,3208.87,22011.95172.85 (0.79%)
"20 Mar, 2024",10600.38,13199.57,-2599.19,11532.02,8864.5,2667.52,21839.121.65 (0.1%)
"19 Mar, 2024",16839.13,15417.65,1421.48,16886.74,9437.26,7449.48,21817.45-238.25 (-1.08%)
"18 Mar, 2024",10143.76,12194.85,-2051.09,10135.01,7874.13,2260.88,22055.732.35 (0.15%)
"15 Mar, 2024",49504.55,48655.99,848.56,15254.61,15936.87,-682.26,22023.35-123.3 (-0.56%)
"14 Mar, 2024",19814.37,21170.66,-1356.29,10729.35,10589.88,139.47,22146.65148.95 (0.68%)
"13 Mar, 2024",33223.63,37818.69,-4595.06,20267.9,11174.18,9093.72,21997.7-338 (-1.51%)
"12 Mar, 2024",15474.8,15401.68,73.12,10478.38,8120.2,2358.18,22335.73.05 (0.01%)
"11 Mar, 2024",23691.23,19478.47,4212.76,10787.26,7548.87,3238.39,22332.65-160.9 (-0.72%)
"07 Mar, 2024",22997.94,15693.83,7304.11,11886.95,9285.14,2601.81,22493.5519.5 (0.09%)
"06 Mar, 2024",19849.42,17082.67,2766.75,13638.83,11488.95,2149.88,22474.05117.75 (0.53%)
"05 Mar, 2024",15215.15,14640.87,574.28,11888.65,10054.04,1834.61,22356.3-49.3 (-0.22%)
"04 Mar, 2024",13489.19,14053.25,-564.06,11963.11,8420.24,3542.87,22405.627.2 (0.12%)
"01 Mar, 2024",15712.62,15583.68,128.94,11987.98,8173.45,3814.53,22338.75355.95 (1.62%)
,,,,,,,
"29 Feb, 2024",54592.29,51024.18,3568.11,11405.24,11635.45,-230.21,21982.831.65 (0.14%)
"28 Feb, 2024",11058.91,12938.14,-1879.23,10124.97,8297.52,1827.45,21951.15-247.2 (-1.11%)
"27 Feb, 2024",16400.68,17909.84,-1509.16,11803.41,8941.85,2861.56,22198.3576.3 (0.34%)
"26 Feb, 2024",12525.31,12810.46,-285.15,8526.82,8532.15,-5.33,22122.05-90.65 (-0.41%)
"23 Feb, 2024",15746.64,14470.55,1276.09,8556.28,8379.6,176.68,22212.7-4.75 (-0.02%)
"22 Feb, 2024",14376.57,15786.62,-1410.05,10473.09,8649.41,1823.68,22217.45162.4 (0.74%)
"21 Feb, 2024",17080.67,16796.01,284.66,10151.65,10563.22,-411.57,22055.05-141.9 (-0.64%)
"20 Feb, 2024",14870.68,16206.19,-1335.51,10665.07,9173.74,1491.33,22196.9574.7 (0.34%)
"19 Feb, 2024",10167.95,10922.54,-754.59,8081.14,7628.44,452.7,22122.2581.55 (0.37%)
"16 Feb, 2024",13802.04,13548.76,253.28,12165.87,10594.87,1571,22040.7129.95 (0.59%)
"15 Feb, 2024",13657.88,16722.03,-3064.15,11891.94,9615.01,2276.93,21910.7570.7 (0.32%)
"14 Feb, 2024",18323.11,22252.71,-3929.6,12110.28,9212.3,2897.98,21840.0596.8 (0.45%)
"13 Feb, 2024",13404.37,13028.05,376.32,9167.73,8893.79,273.94,21743.25127.2 (0.59%)
"12 Feb, 2024",9156.97,9030.37,126.6,11183.9,9472.15,1711.75,21616.05-166.45 (-0.76%)
"09 Feb, 2024",13946.46,13804.51,141.95,12090.82,12512.69,-421.87,21782.564.55 (0.3%)
"08 Feb, 2024",16248.71,21182.49,-4933.78,17291.78,11779.46,5512.32,21717.95-212.55 (-0.97%)
"07 Feb, 2024",14534.64,16225.66,-1691.02,12012.32,11684.59,327.73,21930.51.1 (0.01%)
"06 Feb, 2024",16944.43,16851.91,92.52,13822.11,12725.85,1096.26,21929.4157.7 (0.72%)
"05 Feb, 2024",14276.22,13757.34,518.88,11869.08,13057.76,-1188.68,21771.7-82.1 (-0.38%)
"02 Feb, 2024",15476.31,15405.62,70.69,14097.58,11634.42,2463.16,21853.8156.35 (0.72%)
"01 Feb, 2024",19287.92,21167.5,-1879.58,12991.07,12118.58,872.49,21697.45-28.25 (-0.13%)
,,,,,,,
"31 Jan, 2024",26054.03,24393.31,1660.72,15596.89,13053.96,2542.93,21725.7203.6 (0.95%)
"30 Jan, 2024",14275.7,16246.22,-1970.52,12666.88,11664.18,1002.7,21522.1-215.5 (-0.99%)
"29 Jan, 2024",19030.42,18920.41,110.01,14592.44,11371.1,3221.34,21737.6385 (1.8%)
"25 Jan, 2024",34280.27,36424.33,-2144.06,12353.83,8878.94,3474.89,21352.6-101.35 (-0.47%)
"24 Jan, 2024",27230.93,34165.86,-6934.93,15493.23,9480.56,6012.67,21453.95215.15 (1.01%)
"23 Jan, 2024",26390.61,29506,-3115.39,14853.87,14639.47,214.4,21238.8-333 (-1.54%)
"20 Jan, 2024",305.58,851.16,-545.58,3467.93,4187.24,-719.31,21571.8-50.6 (-0.23%)
"19 Jan, 2024",18644.52,22334.2,-3689.68,12777.33,10138.87,2638.46,21622.4160.15 (0.75%)
"18 Jan, 2024",14934.98,24836.54,-9901.56,15637.89,9660.77,5977.12,21462.25-109.7 (-0.51%)
"17 Jan, 2024",17317.91,27896.04,-10578.13,15188.62,11182.18,4006.44,21571.95-460.35 (-2.09%)
"16 Jan, 2024",12212.14,11555.57,656.57,10126.53,10495.82,-369.29,22032.3-65.15 (-0.29%)
"15 Jan, 2024",12196.34,11110.62,1085.72,10881.64,11702.33,-820.69,22097.45202.9 (0.93%)
"12 Jan, 2024",11904.24,12244.29,-340.05,13152.89,10241.7,2911.19,21894.55247.35 (1.14%)
"11 Jan, 2024",11619.68,12484.68,-865,12951.47,11344.39,1607.08,21647.228.5 (0.13%)
"10 Jan, 2024",9621.87,11343.22,-1721.35,10461.84,8381.83,2080.01,21618.773.85 (0.34%)
"09 Jan, 2024",10035.26,11026.16,-990.9,10472.02,10367.79,104.23,21544.8531.85 (0.15%)
"08 Jan, 2024",10246.47,10230.44,16.03,9837.48,9681.52,155.96,21513-197.8 (-0.91%)
"05 Jan, 2024",12677.19,10980.33,1696.86,9796.37,13293.99,-3497.62,21710.852.2 (0.24%)
"04 Jan, 2024",14864.83,13351.42,1513.41,12011.99,13399.35,-1387.36,21658.6141.25 (0.66%)
"03 Jan, 2024",9103,9769.34,-666.34,10402.57,11265.55,-862.98,21517.35-148.45 (-0.69%)
"02 Jan, 2024",10200.31,8598.15,1602.16,8695.68,10654.72,-1959.04,21665.8-76.1 (-0.35%)
"01 Jan, 2024",1311.29,2167.09,-855.8,7004.39,6593.93,410.46,21741.910.5 (0.05%)
,,,,,,,
,,,,,,,
"29 Dec, 2023",9503.57,8044.45,1459.12,10908.46,10354.07,554.39,21731.4-47.3 (-0.22%)
"28 Dec, 2023",13489.78,9130.79,4358.99,18258.2,18121.56,136.64,21778.7123.95 (0.57%)
"27 Dec, 2023",10654.11,7728.06,2926.05,9136.75,9328.76,-192.01,21654.75213.4 (1%)
"26 Dec, 2023",6174.15,6269.35,-95.2,8830.04,8663,167.04,21441.3591.95 (0.43%)
"22 Dec, 2023",10905.88,13734.82,-2828.94,10332.17,8165.45,2166.72,21349.494.35 (0.44%)
"21 Dec, 2023",9715.29,11351.48,-1636.19,9750.21,8285.51,1464.7,21255.05104.9 (0.5%)
"20 Dec, 2023",19190,20512.08,-1322.08,16194.18,11439.84,4754.34,21150.15-302.95 (-1.41%)
"19 Dec, 2023",11748.82,12350.34,-601.52,8728.85,8434.5,294.35,21453.134.45 (0.16%)
"18 Dec, 2023",11473.54,11507.05,-33.51,9657.75,9243.87,413.88,21418.65-38 (-0.18%)
"15 Dec, 2023",37677.58,28438.16,9239.42,11300.61,14378.04,-3077.43,21456.65273.95 (1.29%)
"14 Dec, 2023",21080.4,17510.33,3570.07,12118.3,11565.13,553.17,21182.7256.35 (1.23%)
"12 Dec, 2023",16037.09,15960.23,76.86,12206.24,10282.92,1923.32,20906.4-90.7 (-0.43%)
"11 Dec, 2023",10710.66,9449.53,1261.13,8298.69,9331.61,-1032.92,20997.127.7 (0.13%)
"08 Dec, 2023",19329.28,15696.98,3632.3,9533.13,9967.15,-434.02,20969.468.25 (0.33%)
"07 Dec, 2023",13934.88,15498.91,-1564.03,9313.11,9322.77,-9.66,20901.15-36.55 (-0.17%)
"06 Dec, 2023",11836.42,11916.3,-79.88,12323.18,10951,1372.18,20937.782.6 (0.4%)
"05 Dec, 2023",17190.73,11967.22,5223.51,11467.11,12866.29,-1399.18,20855.1168.3 (0.81%)
"04 Dec, 2023",18705.23,16632.02,2073.21,16342,11544.85,4797.15,20686.8418.9 (2.07%)
"01 Dec, 2023",10522.36,8932.75,1589.61,11173.05,9724.97,1448.08,20267.9134.75 (0.67%)
,,,,,,,
"30 Nov, 2023",66830.53,58682.68,8147.85,13944.96,14725.28,-780.32,20133.1536.55 (0.18%)
"29 Nov, 2023",16041.33,15969.42,71.91,10922.5,8561.69,2360.81,20096.6206.9 (1.04%)
"28 Nov, 2023",14474.29,13690.47,783.82,8088.7,6763.72,1324.98,19889.795 (0.48%)
"24 Nov, 2023",8833.27,6208.06,2625.21,6090.59,5956.13,134.46,19794.7-7.3 (-0.04%)
"23 Nov, 2023",7348.72,7093.19,255.53,6234.47,5777.08,457.39,19802-9.85 (-0.05%)
"22 Nov, 2023",8111.73,8418.29,-306.56,6749.42,6028.18,721.24,19811.8528.45 (0.14%)
"21 Nov, 2023",10471.83,10927.42,-455.59,6361.92,5640.4,721.52,19783.489.4 (0.45%)
"20 Nov, 2023",8776.18,9421.9,-645.72,6446.83,6369.06,77.77,19694-37.8 (-0.19%)
"17 Nov, 2023",11557.65,12035.41,-477.76,6849.04,7414.52,-565.48,19731.8-33.4 (-0.17%)
"16 Nov, 2023",13546.39,12589.14,957.25,6690.87,5985.22,705.65,19765.289.75 (0.46%)
"15 Nov, 2023",15620.95,15070.76,550.19,8165.17,7555.35,609.82,19675.45231.9 (1.19%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"13 Nov, 2023",12.06,202.12,-190.06,120.82,25.51,95.31,19443.55-82 (-0.42%)
"10 Nov, 2023",6583.57,6845.38,-261.81,6239.42,5416.78,822.64,19425.3530.05 (0.15%)
"09 Nov, 2023",7166.98,8879.31,-1712.33,7930.58,6418.44,1512.14,19395.3-48.2 (-0.25%)
"08 Nov, 2023",7467.02,7551.57,-84.55,7548.9,7024.43,524.47,19443.536.8 (0.19%)
"07 Nov, 2023",7580.65,8077.86,-497.21,8596.01,7895.73,700.28,19406.7-5.05 (-0.03%)
"06 Nov, 2023",7741.97,8291.34,-549.37,8311.28,7715.58,595.7,19411.75181.15 (0.94%)
"03 Nov, 2023",7739,7751.43,-12.43,7932.73,7530.04,402.69,19230.697.35 (0.51%)
"02 Nov, 2023",7857.27,9118.46,-1261.19,7012.69,5632.54,1380.15,19133.25144.1 (0.76%)
"01 Nov, 2023",6674.26,8491.17,-1816.91,7617.09,5995.04,1622.05,18989.15-90.45 (-0.47%)
,,,,,,,
"31 Oct, 2023",10940.2,11636.22,-696.02,6479.49,6139.24,340.25,19079.6-61.3 (-0.32%)
"30 Oct, 2023",6653.7,8415.56,-1761.86,7523.6,6195.13,1328.47,19140.993.65 (0.49%)
"27 Oct, 2023",9360.25,10860.38,-1500.13,7135.99,6822.3,313.69,19047.25190 (1.01%)
"26 Oct, 2023",10239.05,17941.58,-7702.53,13600.71,7042.26,6558.45,18857.25-264.9 (-1.39%)
"25 Oct, 2023",9075.61,13312.21,-4236.6,9638.55,6069.19,3569.36,19122.15-159.6 (-0.83%)
"23 Oct, 2023",8229.8,7977.55,252.25,8022.52,6910.68,1111.84,19281.75-260.9 (-1.34%)
"20 Oct, 2023",13645.57,13189.36,456.21,6870.72,6862.19,8.53,19542.65-82.05 (-0.42%)
"19 Oct, 2023",10102.11,11195.58,-1093.47,7249.75,6513.6,736.15,19624.7-46.4 (-0.24%)
"18 Oct, 2023",9761.24,11593.08,-1831.84,8166.53,6697.03,1469.5,19671.1-140.4 (-0.71%)
"17 Oct, 2023",8517.96,8254.28,263.68,6492.43,6379.88,112.55,19811.579.75 (0.4%)
"16 Oct, 2023",7013.59,7607.25,-593.66,6737.67,5553.43,1184.24,19731.75-19.3 (-0.1%)
"13 Oct, 2023",10317.87,10000.86,317.01,7660.98,7763.86,-102.88,19751.05-42.95 (-0.22%)
"12 Oct, 2023",8601.4,10463.97,-1862.57,8706.39,7174.31,1532.08,19794-17.35 (-0.09%)
"11 Oct, 2023",12526.94,12948.71,-421.77,8369.48,7337.46,1032.02,19811.35121.5 (0.62%)
"10 Oct, 2023",8067.15,9072.64,-1005.49,8623.58,6660.24,1963.34,19689.85177.5 (0.91%)
"09 Oct, 2023",5052.21,6049.97,-997.76,8216.6,5555.33,2661.27,19512.35-141.15 (-0.72%)
"06 Oct, 2023",6727.34,6817.63,-90.29,7150.57,6367.32,783.25,19653.5107.75 (0.55%)
"05 Oct, 2023",10304.08,12168.28,-1864.2,7787.18,7265.77,521.41,19545.75109.65 (0.56%)
"04 Oct, 2023",9848.55,14272.57,-4424.02,10050.08,8280.59,1769.49,19436.1-92.65 (-0.47%)
"03 Oct, 2023",9714.68,11748.82,-2034.14,9223.41,7862.39,1361.02,19528.75-109.55 (-0.56%)
,,,,,,,
"29 Sep, 2023",10058.35,11744.05,-1685.7,8788.5,6037.01,2751.49,19638.3114.75 (0.59%)
"28 Sep, 2023",10711.39,14075.61,-3364.22,15118.41,12406.93,2711.48,19523.55-192.9 (-0.98%)
"27 Sep, 2023",9575.17,9929.52,-354.35,8419.68,8033.4,386.28,19716.4551.75 (0.26%)
"26 Sep, 2023",8750.81,9444.28,-693.47,7502.47,6787.72,714.75,19664.7-9.85 (-0.05%)
"25 Sep, 2023",8510.65,10843.68,-2333.03,8621.77,7042.49,1579.28,19674.550.3 (0%)
"22 Sep, 2023",10840.2,12166.94,-1326.74,7902.06,7100.79,801.27,19674.25-68.1 (-0.34%)
"21 Sep, 2023",9132.58,12139.94,-3007.36,7860.39,6702.25,1158.14,19742.35-159.05 (-0.8%)
"20 Sep, 2023",15769.17,18879.86,-3110.69,10052.34,10625.36,-573.02,19901.4-231.9 (-1.15%)
"18 Sep, 2023",7520.34,8756.85,-1236.51,8097.08,7544.53,552.55,20133.3-59.05 (-0.29%)
"15 Sep, 2023",33124.28,32959.86,164.42,12082.64,10144.07,1938.57,20192.3589.25 (0.44%)
"14 Sep, 2023",9870,9575.31,294.69,6943.14,6993.94,-50.8,20103.133.1 (0.16%)
"13 Sep, 2023",10375.25,12006.88,-1631.63,8104.69,7254.83,849.86,2007076.8 (0.38%)
"12 Sep, 2023",13653.37,14700.56,-1047.19,10340.99,10081.51,259.48,19993.2-3.15 (-0.02%)
"11 Sep, 2023",11469.51,9996.42,1473.09,8522.4,8156.16,366.24,19996.35176.4 (0.89%)
"08 Sep, 2023",9850.49,10074.71,-224.22,8324.05,7173.9,1150.15,19819.9592.9 (0.47%)
"07 Sep, 2023",9005.65,9764.2,-758.55,7203.95,7175.84,28.11,19727.05116 (0.59%)
"06 Sep, 2023",9994.21,13240.07,-3245.86,10202.87,10450.33,-247.46,19611.0536.15 (0.18%)
"05 Sep, 2023",8414.44,10139.55,-1725.11,8580.69,7502.83,1077.86,19574.946.1 (0.24%)
"04 Sep, 2023",6833.29,10200.96,-3367.67,10461.54,7898.06,2563.48,19528.893.5 (0.48%)
"01 Sep, 2023",15219.61,14731.67,487.94,10888.79,8593.86,2294.93,19435.3181.5 (0.94%)
,,,,,,,
"31 Aug, 2023",47666.11,50639.21,-2973.1,16236.73,11853.97,4382.76,19253.8-93.65 (-0.48%)
"30 Aug, 2023",10211.33,10706.01,-494.68,8713.38,7390.14,1323.24,19347.454.8 (0.02%)
"29 Aug, 2023",10515.48,10453.97,61.51,8131.87,7826.78,305.09,19342.6536.6 (0.19%)
"28 Aug, 2023",10235.41,11628.66,-1393.25,7711.28,6447.27,1264.01,19306.0540.25 (0.21%)
"25 Aug, 2023",10929.61,15567.82,-4638.21,8542.44,7128.09,1414.35,19265.8-120.9 (-0.62%)
"24 Aug, 2023",12992.74,11467.87,1524.87,13050.83,7254.22,5796.61,19386.7-57.3 (-0.29%)
"23 Aug, 2023",9419.37,8805.05,614.32,7228.77,7103.74,125.03,1944447.55 (0.25%)
"22 Aug, 2023",8854.08,9349.25,-495.17,6027.22,5493.47,533.75,19396.452.85 (0.01%)
"21 Aug, 2023",8074.95,9976.05,-1901.1,6157.4,5531.15,626.25,19393.683.45 (0.43%)
"18 Aug, 2023",12302.17,12569.15,-266.98,6501,6161.82,339.18,19310.15-55.1 (-0.28%)
"17 Aug, 2023",11205.13,12715.99,-1510.86,6293.38,6607.35,-313.97,19365.25-99.75 (-0.51%)
"16 Aug, 2023",21055.98,20333.22,722.76,7977.67,5571.48,2406.19,1946530.45 (0.16%)
"14 Aug, 2023",7334.69,9658.92,-2324.23,7640.85,6179.95,1460.9,19434.556.25 (0.03%)
"11 Aug, 2023",9508.14,12581.42,-3073.28,8828.21,8327.86,500.35,19428.3-114.8 (-0.59%)
"10 Aug, 2023",11533.43,11202.21,331.22,9153.78,8450.06,703.72,19543.1-89.45 (-0.46%)
"09 Aug, 2023",9342.47,8698.36,644.11,8041.44,8639.32,-597.88,19632.5561.7 (0.32%)
"08 Aug, 2023",10721.75,11433.09,-711.34,8809.11,8271.8,537.31,19570.85-26.45 (-0.13%)
"07 Aug, 2023",11709.39,13602.16,-1892.77,7491.4,6410.6,1080.8,19597.380.3 (0.41%)
"04 Aug, 2023",8674.23,9230.55,-556.32,8378.65,8012.04,366.61,19517135.35 (0.7%)
"03 Aug, 2023",11379.3,11696.76,-317.46,9582.3,7853.11,1729.19,19381.65-144.9 (-0.74%)
"02 Aug, 2023",8266.22,10144.06,-1877.84,9312.5,9314.73,-2.23,19526.55-207 (-1.05%)
"01 Aug, 2023",8655.19,8748.04,-92.85,8156.13,7120.44,1035.69,19733.55-20.25 (-0.1%)
,,,,,,,
"31 Jul, 2023",12087.69,12788.86,-701.17,9236.88,6748.81,2488.07,19753.8107.75 (0.55%)
"28 Jul, 2023",9267.42,10291.33,-1023.91,8813.04,7178.67,1634.37,19646.05-13.85 (-0.07%)
"27 Jul, 2023",11640.43,15619.87,-3979.44,9281.77,6753.62,2528.15,19659.9-118.4 (-0.6%)
"26 Jul, 2023",8700.87,7778.03,922.84,7529.42,7059.32,470.1,19778.397.7 (0.5%)
"25 Jul, 2023",10471.84,9383.08,1088.76,7793.68,8127.38,-333.7,19680.68.25 (0.04%)
"24 Jul, 2023",9719.18,9802.14,-82.96,8655.89,7721.02,934.87,19672.35-72.65 (-0.37%)
"21 Jul, 2023",10020.4,12019.17,-1998.77,10532.48,9241.75,1290.73,19745-234.15 (-1.17%)
"20 Jul, 2023",11423.73,8052.83,3370.9,8102.27,8295.29,-193.02,19979.15146 (0.74%)
"19 Jul, 2023",8973.07,7807.6,1165.47,6389.07,8523.61,-2134.54,19833.1583.9 (0.42%)
"18 Jul, 2023",11070.61,8954.77,2115.84,6778.4,8095.96,-1317.56,19749.2537.8 (0.19%)
"17 Jul, 2023",8286.36,8213.36,73,7182.87,7118.53,64.34,19711.45146.95 (0.75%)
"14 Jul, 2023",12486,9849.57,2636.43,7333.85,8106.3,-772.45,19564.5150.75 (0.78%)
"13 Jul, 2023",10128.06,7890.13,2237.93,8229.67,9426.35,-1196.68,19413.7529.45 (0.15%)
"12 Jul, 2023",18217.66,19460.1,-1242.44,15051.19,14614.48,436.71,19384.3-55.1 (-0.28%)
"11 Jul, 2023",10839.74,9642.36,1197.38,9758.83,9766.08,-7.25,19439.483.5 (0.43%)
"10 Jul, 2023",8128.05,7539.57,588.48,8074.49,7786.11,288.38,19355.924.1 (0.12%)
"07 Jul, 2023",9590.27,8799.87,790.4,6244.19,9208.42,-2964.23,19331.8-165.5 (-0.85%)
"06 Jul, 2023",12337.96,9696.91,2641.05,8247.14,10598.8,-2351.66,19497.398.8 (0.51%)
"05 Jul, 2023",8742.32,7139.17,1603.15,7983.81,8422.82,-439.01,19398.59.5 (0.05%)
"04 Jul, 2023",8783.66,6649.33,2134.33,7026.14,7811.62,-785.48,1938966.45 (0.34%)
"03 Jul, 2023",7533.91,5537.99,1995.92,7031.9,7369.7,-337.8,19322.55133.5 (0.7%)
,,,,,,,
"30 Jun, 2023",19439.74,13042.61,6397.13,10469.81,9272.17,1197.64,19189.05216.95 (1.14%)
"28 Jun, 2023",21017.34,8667.34,12350,13978.21,14999.22,-1021.01,18972.1154.7 (0.82%)
"27 Jun, 2023",10452.72,8428.67,2024.05,6784.35,8775.7,-1991.35,18817.4126.2 (0.68%)
"26 Jun, 2023",7896.65,8306.08,-409.43,5455.86,5205.74,250.12,18691.225.7 (0.14%)
"23 Jun, 2023",6263.33,6608.14,-344.81,6694.19,7378.2,-684.01,18665.5-105.75 (-0.56%)
"22 Jun, 2023",8947.66,9640.94,-693.28,7147.83,6928.41,219.42,18771.25-85.6 (-0.45%)
"21 Jun, 2023",13795.52,9782.42,4013.1,7704.86,7154.5,550.36,18856.8540.15 (0.21%)
