,ICICI_Close_ret,Nifty_Close_ret,BankNifty_Close_ret,Gold_Close_ret,USD_INR_ret,Bond_10Y_ret,Bond_5Y_ret,US_10Y_ret,US_5Y_ret,FII_Net_chg,DII_Net_chg,CPI_Index_chg,WPI_Index_chg,Trade_Balance_Billion_USD_chg,Repo_Rate_%_chg,CRR_%_chg,Real_GDP_YoY_Growth_%_chg,Net Profit (₹ Cr)_chg,NII (₹ Cr)_chg
2011-12-14,-0.002906004056912354,-0.007810722075448438,-0.00455432092413833,-0.03119081356784057,0.011610617321787841,0.01041799407114514,0.005937554553365047,-0.03158429191574656,-0.001178535368920006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-15,-0.008267981751817416,-0.003554286186905766,-0.010354660158978405,-0.00614144395555923,-0.0029834070236102834,-0.0005890322370931075,0.0011832920561845586,0.006292608430950504,0.007050537420408597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-16,-0.03288540963142136,-0.02016465475128,-0.032884889435974465,0.013248569484948212,-0.01228272412580085,-0.012689171148983837,-0.010461341245369349,-0.03132723175089064,-0.046743051088362894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-19,-0.02820466722341694,-0.008311164053918654,-0.03121552927992422,-0.0007523205194177364,0.0038030089569858734,-0.005985174677945803,-0.004191371922497325,-0.022362540442474863,-0.011104374908165592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-20,-0.005798848780601699,-0.015048365861574937,-0.015548099110786572,0.013208884366838008,0.0013276436279193672,-0.006383641069906964,-0.0020421654043031798,0.05994303118503297,0.0636852182180544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-21,0.0572401224116919,0.030771373178016658,0.042442734306210546,-0.002292767028780258,-0.007037594428985488,0.0077034564873587705,-0.004700786092507932,0.021583600316631917,0.06533851395112257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-22,0.03607516980282594,0.00863486755049247,0.023592584261088227,-0.0018628917176543866,0.00323964075622671,-0.000839680970585572,0.001448750706130563,-0.00816749435378348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-23,-0.008828482668780781,-0.00420204102712772,-0.010574969893089663,-0.002613938054252313,0.0041769568988228685,0.003832799038717639,0.0048140663438144115,0.039693730028152685,0.07051845709742502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-26,0.010817718109454913,0.0,0.009369577659945151,0.0,0.0,0.01483266588446856,0.00896438202955038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-27,-0.004808581155291873,0.007713071150727649,-0.011897882761497695,-0.006564780411902857,0.0028379547947182194,-0.0016503599172032562,0.001189202185575056,-0.010398661796923657,-0.016393842815944883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-28,-0.040400386751759075,-0.00945412670476182,-0.020028928193209405,-0.019828926896066693,-0.000945090326465237,0.0002359325243926995,-0.0032140971660545967,-0.051581548135602666,-0.0706175506938188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-29,-0.016482874778388883,-0.012735306330580514,-0.010409789935780192,-0.014825590380464937,0.00226671800869101,0.006817941069006827,0.003570582227164586,-0.005781901702782244,-0.03039064480653956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-30,-0.001896691289784162,-0.004735476707182386,-0.00734562093462153,0.016679411569268512,0.0001886614475928532,0.0028076761541985617,0.00604088304317975,-0.013800592508186663,-0.052798205674562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02,0.01723163354804241,0.0,0.0033075331842727738,0.0,0.0,-0.017797629302889834,-0.00770556832653746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,0.041135057975554945,0.03003548729238125,0.04227659977095995,0.021419174466295838,0.0018846594345930845,-0.006203049831462,-0.0062074927749887895,0.046471417888675474,0.06529124462705492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04,0.023556061443664615,-0.0032895426540406015,0.00813206685239521,0.007597541424776675,-0.004907522118061069,0.0008372705470881802,-0.0014379870662441332,0.017699560026820948,0.0033803085946730337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05,0.00670616909801692,6.322223372845206e-05,0.005514896893522423,0.004642102778981451,0.0007565727616418444,-0.0043134502537195765,-0.0026416922182978765,-0.0010029961889481101,-0.01245061637349657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-06,0.004800696168358756,0.0008732913820035912,0.003936698897629969,-0.0020399010801860334,-0.004168251582590581,-0.013174784146304798,-0.0038549620080241985,-0.016186526836365296,-0.025376234147855854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-09,-0.005201998288160165,-0.0023797867552800087,-0.0008132744884650689,-0.005335647136046096,-0.005330300075169619,-0.0021924491120887198,-0.003627573506434843,-0.0005100370015075799,-0.01767869902998333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-10,0.03508227845114152,0.022258239444290267,0.029474058487439364,0.01451314650923945,-0.01228272412580085,0.0032868737364364466,0.002419843891035296,0.006103764926099695,0.015339477050399754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-11,0.007268425715939641,0.002348055375701594,0.011909343382715577,0.00501496451589809,0.0036761190668330996,0.00048602674103762864,-0.0018143337302399746,-0.03509129822164255,-0.041847070564149935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-12,0.0016009904941508145,-0.006128698887331798,0.010191436764399698,0.004929325457331257,-0.005228010745897816,0.002305406590457746,0.0015726126751591275,0.015116224535528614,0.019347608313349727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-13,0.010249268237503419,0.0071670110077358545,0.005004042661725377,-0.01031221515150508,-0.0015543037906689417,-0.007176336825054071,-0.002662795085839775,-0.042267212452673335,-0.06557695190030516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-16,0.0027200658756103358,0.0016221735654996564,-0.003884866712983754,0.0,0.0,0.003655420178534698,-0.0006061708374977792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-17,-0.007672386978672103,0.01898197568577206,0.012941217079227218,0.015096419488760834,-0.01228272412580085,-0.000486618014468643,0.0015752805438716286,-0.0016203195147551645,-0.00512822675175491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-18,-0.020448347065222815,-0.0023178251959906026,-0.003683525134805256,0.002594534228530324,-0.005737477406935068,-0.0034129725962399574,-0.0052200422023229295,0.025088015346954044,0.03287277358738555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-19,0.03517000559928394,0.012552569924145546,0.01931706976275901,-0.003259312671579746,-0.001986097971629403,-0.0025673955052456982,-0.0026812935015775737,0.03877459030658851,0.05681284737249494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-20,0.05520860195996851,0.005999858132263353,0.03392553916076143,0.005786968828130693,-0.0015917233762545676,0.0014678901718286881,0.0008539189295948197,0.028001885468608635,0.04593225550521004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-23,0.01683170535531521,-0.000465603288007518,0.0003624739476273284,0.008558599710571272,-0.004590368303959924,-0.0013454836596496077,-0.0003658759721283601,0.01904809515271242,0.022198514949690763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-24,0.03588190953117611,0.015943582375194214,0.032419401127795275,-0.008258109901121068,0.0005999400239940921,0.018054674752560992,0.010918463434981377,-0.001452443307144854,-0.011037628904338482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-25,-0.009049241135815154,0.006018054422187115,0.002295499581100773,0.02116612766430104,0.003193615488803104,-0.005400553180000166,0.0,-0.028004740336811426,-0.10778176534253184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-26,0.0,0.0,0.0,0.015469792317014676,-0.01228272412580085,0.0,0.0,-0.038603054125509254,-0.04320880401140203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-27,0.008936883164745184,0.008955071062037441,-0.004366979165668669,0.003180940101368302,-0.000607226007930595,0.00528085720762655,0.002771253053762079,-0.017237299290460417,-0.02365420036809466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-30,-0.04109452055295793,-0.022814901479942987,-0.028584928857715894,-0.0004620820325050176,0.0054518055274869245,-0.008414522541645686,0.0,-0.032666888210753316,-0.02695578486739797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-31,0.05695978529676717,0.021767184851403856,0.039308136992297814,0.0039206973265626666,-0.0024193560188070025,-0.0020542572627992826,-0.004220178687592754,-0.020902844230559627,-0.029108039493411612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,-0.01367177197261357,0.006986203648760355,0.0029845942749802358,0.005337283003577175,-0.0053879244392150884,-0.015113023785544128,-0.00703288942207858,0.02579014356494592,0.019499222391931977,0.0,0.0,0.6429683834589667,0.6395340867257466,-2.0336355048577626,0.16785942909803234,-0.10549913102072282,0.0,0.0,0.0
2012-02-02,0.013893264364506606,0.006510780445565732,0.004307653763048352,0.005536743602649102,-0.004960143958856482,-0.0014747452592938155,-0.0014612764412237167,-0.011441099153776741,-0.019499222391931966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-03,0.015341495878694779,0.01056097309606885,0.014071820313307733,-0.010816498290285132,-0.0077805470311278985,0.004050327721897897,0.0008526707380609524,0.0657364078522203,0.09901128584331718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-06,0.012741698563839424,0.006699403711750445,0.0132924441090681,-0.00872659929645173,0.008188377379358033,0.0023245865976464198,-0.0003653412937181599,-0.024936345468370896,-0.041618495528492915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-07,0.01039788246574549,-0.004954763050203981,0.005375333915600705,0.01360563769312381,0.0030534374868904698,0.0006108362537984285,0.002797544851952099,0.03362092629018038,0.068018479744428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-08,-0.018620651895339596,0.006166342187456197,-0.0004359523371066174,-0.009839809647734338,0.00040642146464722783,0.005359330732705304,0.003031959147609389,0.004567408588364066,0.01722059612835201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-09,0.02080436596731762,0.008200072906646953,0.018005377424501118,0.005593504786632288,0.0026377209165807775,0.004847319234324997,0.004591043463327687,0.035806862710248515,0.04646462208970224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-10,-0.009998806408773823,-0.005697651486356129,-0.006200327357296576,-0.009069149732669144,0.002630781644796485,-0.00947413864139393,-0.003622754837685517,-0.03884948268071738,-0.06616965953700024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-13,0.004503788263534249,0.0015967803430544996,0.002959289984532417,-0.0001741280936842106,-0.006895180431254064,0.0018289342414495482,0.00036286665048900667,0.010608853074291309,0.04380256652750844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-14,0.009636139727376779,0.004784205192390807,0.007898261259369505,-0.0041292190082160935,0.005277057100843819,-0.00353896275147341,-0.0009679371596615273,-0.03372827839772894,-0.041318125208562484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-15,0.03891719988249521,0.02117367933441728,0.034819373319475114,0.006042679587632634,-0.0010126583143861578,0.002076083056237887,-0.0003632181164697186,0.003631635352116867,-0.020050762784638614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-16,-0.012667391142897718,-0.001809316598601389,-0.000805387658557096,0.000289594850629365,0.0016197614393773084,0.0,0.0,0.03160305605991765,0.08953982212043667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-17,0.013125842420725077,0.007640061404398583,0.013911322420982104,-0.0013328595810797458,-0.0024306270828331057,-0.0014650228477951655,0.0009682886256421424,0.008493660783296228,0.0011567232139021483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-21,0.009833219772493913,0.007671396090022358,0.008586147885722706,0.018727555492429694,-0.0020300453581479265,-0.0014671722891056757,0.0018130179620225212,0.017263109475981163,0.04077576505441119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-22,-0.034482542276388174,-0.018322187184283887,-0.038626821704883775,0.00731483769854934,0.0006094464383659302,0.005977449941693941,0.0019302696305851222,-0.01975370896602165,-0.04657287713001936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-23,-0.014461373662473787,-0.004013290579059847,-0.0031500853159241522,0.008382858345699507,-0.0010159505090044472,-0.0031672580990333645,0.0,-0.010529125316823602,0.022989496172240335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-24,-0.013116195366332684,-0.009896897659749845,-0.01946789339858027,-0.005505659316442745,-0.004278299283226831,0.003653639431579253,0.0021671089627425173,-0.003534449295761232,0.01578386618599233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-27,-0.048604732598568665,-0.027656794612663387,-0.03909617214250908,-0.0008453800602883715,0.002854232314865457,0.00036463081534323033,0.0024024035578665203,-0.028214206377619126,-0.05636910702420748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-28,0.02597117781519586,0.01769821133763864,0.03692378432973012,0.007526870622585002,-0.002241924917430865,-0.0020680014668886747,-0.00023998080268766367,0.0036354074596471136,-0.01190496206238883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-29,-0.004953072958539018,0.0018028934481800647,-0.006679991500512729,-0.03119081356784057,-0.0004081632709726519,-0.0015843035426464224,-0.0003600792213184703,0.024578798917971982,0.04679218720457015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,-0.02547902535812831,-0.008475650994548561,-0.012104547808234212,0.0065287035581728,0.0030571714425495786,0.004624004345071009,0.0017991009350472283,0.029897564994051738,0.027059135914612464,0.0,0.0,0.6429683834589667,0.6395340867257466,0.334579999999999,0.16785942909803234,0.0,0.0,0.0,0.0
2012-03-02,0.021499044041058228,0.0036638818972382233,0.01403272960482396,-0.007172208750397793,0.008308893682963763,-0.0015794912463023315,-0.0011990409110410264,-0.02535557188689334,-0.060763644065972726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-05,-0.03649510950890341,-0.01485031539972594,-0.024786441290091357,-0.0033999966776983195,0.0054342490580373435,0.00048626307790144004,-0.0006000600240060485,0.009521581505426547,0.031416207128429637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-06,-0.01984274075724919,-0.01103535424618985,-0.011928752002793457,-0.018729788488398846,0.011104316551444877,0.00048602674103762864,0.0019189259906096238,-0.030896408854608908,-0.06019515779324785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-07,0.008054279426404142,-0.0003734051596396779,0.007399282225779842,0.0070945682581275695,-0.0021123486809953083,0.0010926972494980569,-0.00023966447088957855,0.014300548649580084,0.03231873181091967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-08,0.0,0.0,0.0,0.008753783142556369,-0.00199123920832232,0.00012133713537920978,0.0,0.021074506359663597,0.03358745817892812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-09,0.0572401224116919,0.021433378638431977,0.03613070416804449,0.0075095975253485605,-0.008406774891559872,0.004720701134937394,0.0027526796149904224,0.011846223219573446,0.029182725454226333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-12,0.016005749181919597,0.004862958765541654,0.011357720627890025,-0.006862038788651917,0.004612461802204403,0.001568627772626434,0.0021489979617105204,-0.0034407543855106506,0.002209983057261381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-13,0.0009683894120173011,0.012967068782384641,0.005682255771827538,-0.0032420672438592062,-0.0012012013456340143,0.003250078094103228,0.0025013413077529497,0.03673695540644018,0.06825677494973859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-14,0.025535363765890294,0.0063157539426588645,0.018864146428167906,-0.030695984709045214,0.0016012813669738276,-0.004818705866729696,-0.0009521543209234746,0.07627517606265408,0.10798239248681199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-15,-0.025159196430687276,-0.015381495959166968,-0.027435170152852257,0.010055800575299199,0.0055843782939006634,0.009494693045047143,0.00522566509830543,0.0030735346901104217,-0.015433769283173986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-16,-0.0135290064356389,-0.011702836439644667,-0.019408539662706323,-0.002172193946763881,-0.0033867947504133797,0.007388902643125809,0.00555196039552385,0.007425322772557115,0.02082465544882449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-19,-0.010736480918379254,-0.011508474451056095,-0.01967968898691324,0.006862550608128275,0.000997307353031883,-0.0007126737443820204,0.0009419522655734892,0.034640987916981635,0.06504236318403332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-20,0.0007709107763431232,0.0033802656848120043,0.00906191479847425,-0.012192373023583716,0.0063593219082924216,-0.0005942830150539449,-0.0005886161803945161,-0.002946737383465972,0.007528318968966442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-21,0.027624991873627262,0.01693683132759836,0.023345277298545995,0.002002032322780702,0.002374358060462297,-0.0023806700923678843,-0.0005889628534699404,-0.03343649266128991,-0.053049250769924845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-22,-0.03752412580366008,-0.02577218838569368,-0.033909960491737536,-0.0046775598195612,0.01261634992810294,-0.0017892293196966743,-0.0004714201619420717,-0.008316885306317311,-0.022213241763592673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-23,0.012043043379970291,0.009470263113838983,0.011823360973299833,0.012104486840182692,-0.0019519818807719172,0.0009546540104507638,0.0,-0.016844416930491615,-0.026401208897371936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-26,-0.042686244035064484,-0.017959984312352094,-0.02468895087771432,0.013860040758867789,-0.0029351356557625855,0.010441480720418908,0.0027076360058440564,0.0031242915687818068,-0.0027713837910855166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-27,0.006170182354410183,0.011297260934515444,0.010434725889492489,-0.00041536431284905714,-0.007277050502351028,0.003534821637493251,0.001527166229261589,-0.02572921069584983,-0.05808390271172555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-28,-0.02135652658862047,-0.009273943932475727,-0.018743113633048588,-0.01609513538995114,0.006100579778421198,0.013783654739003217,0.004918042699645073,0.004106810547083679,0.00781255565319399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-29,-0.004197882016180356,-0.0030654574390867073,-0.003293377970192975,-0.0034440523963091448,0.008011767329787261,-0.0016254502591938056,0.0018671962479357468,-0.016992454384030006,-0.013712201709947138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-30,0.039467645893961255,0.02228376559490159,0.02831304843509819,0.01029670253699488,-0.009582551080996302,-0.003958556805077337,0.00011658408640415173,0.026058690606989177,0.028198197020279845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-02,0.00028054638654465144,0.004211661864997884,0.009026210327162838,0.00490018373383596,-0.00196695578758767,0.0,0.0,-0.010433299939890915,-0.02131859328996852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-03,0.01973805949944994,0.007605614952249603,0.012272390033011189,-0.004480963435036092,-0.002957706977232882,0.018054674752560992,0.008820855708004331,0.04065775162467144,0.07906278596054818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-04,-0.01996229234007525,-0.006665835901845565,-0.008905988380813032,-0.03119081356784057,0.01060705289572192,-0.0055096558109695845,-0.0016190589867287647,-0.018113987576158567,-0.05105523347442126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-05,0.0,0.0,0.0,0.009997584461830536,-0.00136865795145453,0.000575340905347524,0.0,-0.0307856265266684,-0.04280800536742014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-06,0.0,0.0,0.0,0.0,0.0005867970828523587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-09,-0.02640581439846699,-0.016766043352304694,-0.02037033479533309,0.008560125642477288,-0.0007824726533818058,-0.007737205871275957,-0.0009263548601307883,-0.06555053439933735,-0.10778176534253184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-10,-0.0037553222406361314,0.0017560980486462775,0.006341231027110631,0.01029688080126366,0.007214616455004291,-0.004065754569731931,-0.0005794078613916619,-0.024348982233908537,-0.05468336976030966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-11,0.0010412766667606543,-0.0031994831122376596,0.0017833579464392347,-0.00030134096958485624,0.0005826940050273827,-0.005368827088365213,-0.0017402405923251452,0.019921017116021334,0.02771545612743951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-12,0.016800616769963847,0.00952052643128076,0.018089347530547226,0.012281118861902968,-0.005451726898311302,-0.012482498391724765,-0.008629791166346244,0.010301738258171825,0.013574829121739027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-13,-0.016453614427980507,-0.013239017207444477,-0.00912263497257104,-0.012220858118282624,0.0044803815086794044,0.0034305350967892222,-0.0008202004092125595,-0.025205188244194713,-0.04011995540809166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-16,0.0098931422949254,0.0035941438484491926,0.012194663212771545,-0.00628820298306942,0.002911210207458313,-0.0015363709220751044,-0.0028172339328105685,-0.01208476369738713,-0.018890800691241615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-17,0.013473367117622051,0.012077096484755998,0.008290292277003224,0.0009700501859497347,-0.003688966420103857,-0.013574869091068986,-0.010517083645368411,0.01757518774659785,0.028203972350485437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-18,-0.0047545257419256415,0.0019452501478614526,-0.0006751323752651862,-0.006992822669181386,0.007364374368386883,0.0021556894575443693,-0.0030933992543828452,-0.01353068462344038,-0.017534038920739202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-19,-0.003865894177133972,0.006094579385556793,0.005260822505626721,0.0010977172197064945,0.005391886739007648,0.005963758133741983,0.0,-0.015251933311780756,-0.01664723191613841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-20,-0.01932293981345691,-0.007822467994285074,-0.010597284257184043,0.0009138819427355624,-0.0009607071543021926,0.015809673318720446,0.004755120705010511,0.009179058045014211,0.014285986138956822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-23,-0.020118852493944364,-0.017204909624993044,-0.02061461751627612,-0.006230900532803207,0.0068965790590602375,0.0029220989759661097,0.002250785763338676,-0.018960373327703596,-0.037331267890772755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-24,0.004610863635872547,0.00423089488965838,-0.0027373088222149462,0.006778843939865435,0.004761460286121664,-0.0001167201635406297,0.00035492458225301783,0.014381345761521998,0.027829989597583486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-25,-0.011149437003985314,-0.003961750187553282,-0.0054282782385258604,-0.0009742879677306924,-0.0034259645233814416,0.0070951155450030695,-0.007122537233199134,0.011660462812797317,0.003573584440379545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-26,0.0036314047483098164,-0.002502166640857171,-0.0031398109870303947,0.01102704367836407,-0.0001906759468071484,0.0031244601012625534,0.006175791600352638,-0.012680857938420274,-0.0035735844403795504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-27,0.022793562497783016,0.0003083158607018674,0.00204179610799618,0.0026477476332526172,0.00019067594680717128,-0.00092474864987929,0.00011839223360780609,-0.013360950635898972,-0.019277672371629046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-30,0.02466869627802198,0.01102629869634238,0.012543320911081391,-0.0003606272693620108,0.00380590373767819,0.0027716844167301764,-0.0030827626975044754,-0.009355581232633787,-0.013472386361186401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,-0.001022569789065028,-0.002853068982406399,0.000461201437899602,0.0,0.021183953785636273,0.029163657972794747,0.0,0.0,0.6429683834589667,0.6395340867257466,0.70974,-0.1675077292152656,-0.10549913102072282,0.0,0.0,0.0
2012-05-02,-0.0003401779046691604,-0.001716362147938504,0.0028954590760069294,-0.005007356738177033,0.008912545958857121,-0.004621614234281046,-0.008826393179255536,-0.01753521965206365,-0.019347608313349796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-03,-0.028169281642001193,-0.009733907132363178,-0.017623774759078274,-0.0116804305128595,0.006773309056075455,-0.0018546429333797117,-0.00023963575480102244,0.0010400282849139183,-0.0024450304146889142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-04,-0.02862554663130453,-0.019766547986143027,-0.032538542837430774,0.006404608987367541,0.0014989697391681544,0.0012754364300744834,0.001317286580520946,-0.02313459082551533,-0.041230066227656514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-07,0.01772132147239416,0.005352390914891362,0.007520846210783995,-0.003715763250686093,-0.009405637435638613,0.0069284341819639194,0.0005981934736016034,-0.0015970304193955438,-0.002554246944610011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
